🔒 Row ID,usuario_email,admin_acesso,nome,preco_venda,rendimento_receita,ticket_medio,ticket_medio copy,preco_medio,custo_total_receita,cmv,cmv_porcentagem,cmv_porcentagem copy copy,t_cmv,produto_p_pedido,despesa_variavel,margem_cont,margem_cont_porcentagem,t_margem_cont,t_margem_cont copy,R_margem_cliente,R_margem_cliente_a,R_margem_media,R_margem_media_cliente,custo_subproduto,status,preco_venda copy,preco_venda copy cli,preco_venda_status_ativo,if_margem_media,if_margem_media_cli,if_margem_media_ativo,if_margem_media_ativo_cli,R_margem_media copy,R_margem_media copy copy,margem_cont_porcentagem_ativo,cmv_porcentagem_ativo,cmv_porcentagem_ativo copy
I7P-VO.BQ6ycF.Fz.LGw3g,suavesaborbarreiro@gmail.com,,Pizza Bacon e Milho Gigante,63,1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"59,85",95,"R$ 59,85 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
R7f51FdQSpKW2XZhxb-7gQ,cardapioanotaai@gmail.com,,BURGUE DO SAM,"34,99",1,44,"144,32","33,8664516129","11,64104","11,64104","33,2696198914","34,3277773256","R$ 11,64 (33,27%)","1,2992208485",5,"21,59946","61,7303801086","R$ 21,60 (61,73%)","R$ 21,60 (61,73%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
43Sj5TTkS.KcMxfydPLAew,cardapioanotaai@gmail.com,,BURGUER SUSHI,"32,99",1,44,"144,32","33,8664516129","9,929615","9,929615","30,0988632919","34,3277773256","R$ 9,93 (30,10%)","1,2992208485",5,"21,410885","64,9011367081","R$ 21,41 (64,90%)","R$ 21,41 (64,90%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
FzY-zcimQxi32uCHoiLlGw,cardapioanotaai@gmail.com,,HOSSOMAKI DE SALMAO,"17,99",1,44,"144,32","33,8664516129","4,62098","4,62098","25,686381323","34,3277773256","R$ 4,62 (25,69%)","1,2992208485",5,"12,46952","69,313618677","R$ 12,47 (69,31%)","R$ 12,47 (69,31%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Y6bc9PSzQ9iwCHb2Mp.mQg,cardapioanotaai@gmail.com,,HOSSOMAKI DE SAL/GRELHADO,"15,99",1,44,"144,32","33,8664516129","5,21441","5,21441","32,6104440275","34,3277773256","R$ 5,21 (32,61%)","1,2992208485",5,"9,97609","62,3895559725","R$ 9,98 (62,39%)","R$ 9,98 (62,39%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
1WusaKagQgaDaI00LyUL1g,cardapioanotaai@gmail.com,,HOSSOMAKI SKIN,"15,99",1,44,"144,32","33,8664516129","3,82578","3,82578","23,9260787992","34,3277773256","R$ 3,83 (23,93%)","1,2992208485",5,"11,36472","71,0739212008","R$ 11,36 (71,07%)","R$ 11,36 (71,07%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
jtqDk93xTyGHmZ5q4jwjVw,cardapioanotaai@gmail.com,,URAMAKI DE SALMAO GRELHADO,"24,99",1,44,"144,32","33,8664516129","7,60368","7,60368","30,4268907563","34,3277773256","R$ 7,60 (30,43%)","1,2992208485",5,"16,13682","64,5731092437","R$ 16,14 (64,57%)","R$ 16,14 (64,57%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
xbXMRBTqQFWnKC8o7Rg.sg,cardapioanotaai@gmail.com,,URAMAKI DE SALMAO,"26,99",1,44,"144,32","33,8664516129","7,22688","7,22688","26,7761393109","34,3277773256","R$ 7,23 (26,78%)","1,2992208485",5,"18,41362","68,2238606891","R$ 18,41 (68,22%)","R$ 18,41 (68,22%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
fQlF0ktMQ8WIcs8SeiscHw,cardapioanotaai@gmail.com,,SASHIMI DE SALMAO,"28,99",1,44,"144,32","33,8664516129","4,00698","4,00698","13,8219385995","34,3277773256","R$ 4,01 (13,82%)","1,2992208485",5,"23,53352","81,1780614005","R$ 23,53 (81,18%)","R$ 23,53 (81,18%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ENOwLbLqTEi24ld31XvTJw,cardapioanotaai@gmail.com,,SASHIMI DE SALMAO MASSARICADO,"31,99",1,44,"144,32","33,8664516129","3,70898","3,70898","11,594185683","34,3277773256","R$ 3,71 (11,59%)","1,2992208485",5,"26,68152","83,405814317","R$ 26,68 (83,41%)","R$ 26,68 (83,41%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Z4JGOB-jQTC588KHFeiBoQ,cardapioanotaai@gmail.com,,NUGUIRI DE SALMAO,"23,99",1,44,"144,32","33,8664516129","3,20898","3,20898","13,3763234681","34,3277773256","R$ 3,21 (13,38%)","1,2992208485",5,"19,58152","81,6236765319","R$ 19,58 (81,62%)","R$ 19,58 (81,62%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
1u88tPSjTOC4HBodtbMkvg,cardapioanotaai@gmail.com,,NIGUIRI SALMAO MASSARICADO,"25,99",1,44,"144,32","33,8664516129","3,20898","3,20898","12,3469796075","34,3277773256","R$ 3,21 (12,35%)","1,2992208485",5,"21,48152","82,6530203925","R$ 21,48 (82,65%)","R$ 21,48 (82,65%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
jbZO3oCaSBWdHbXn0uGgjw,cardapioanotaai@gmail.com,,NIGUIRI SKIN,"22,99",1,44,"144,32","33,8664516129","4,21858","4,21858","18,349630274","34,3277773256","R$ 4,22 (18,35%)","1,2992208485",5,"17,62192","76,650369726","R$ 17,62 (76,65%)","R$ 17,62 (76,65%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
NnT9TTUFRb-fhQODyd5f2Q,cardapioanotaai@gmail.com,,JÔ DE SALMAO,"24,99",1,44,"144,32","33,8664516129","4,53798","4,53798","18,1591836735","34,3277773256","R$ 4,54 (18,16%)","1,2992208485",5,"19,20252","76,8408163265","R$ 19,20 (76,84%)","R$ 19,20 (76,84%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
BO0Ucy23TTmqY7eQuDdOcA,cardapioanotaai@gmail.com,,JÔ DE SALMAO MASSARICADO,"26,99",1,44,"144,32","33,8664516129","4,53798","4,53798","16,813560578","34,3277773256","R$ 4,54 (16,81%)","1,2992208485",5,"21,10252","78,186439422","R$ 21,10 (78,19%)","R$ 21,10 (78,19%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a.supdqvNTruORxM9aI.Bmw,cardapioanotaai@gmail.com,,HOT ROLL DOCE,"19,99",1,44,"144,32","33,8664516129","5,58312","5,58312","27,9295647824","34,3277773256","R$ 5,58 (27,93%)","1,2992208485",5,"13,40738","67,0704352176","R$ 13,41 (67,07%)","R$ 13,41 (67,07%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
po9fUl5gQJyba7QtLgokZA,cardapioanotaai@gmail.com,,HOT ROLL SALMAO GRELHADO,"31,99",1,44,"144,32","33,8664516129","8,70648","8,70648","27,2162550797","34,3277773256","R$ 8,71 (27,22%)","1,2992208485",5,"21,68402","67,7837449203","R$ 21,68 (67,78%)","R$ 21,68 (67,78%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
SnPH4t7xTIyqvPZmBLSfpQ,cardapioanotaai@gmail.com,,HOT ROLL DO SAM,"35,99",1,44,"144,32","33,8664516129","9,05148","9,05148","25,1499861073","34,3277773256","R$ 9,05 (25,15%)","1,2992208485",5,"25,13902","69,8500138927","R$ 25,14 (69,85%)","R$ 25,14 (69,85%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
0ZUlZrzcQmyXGsYQc2mmmA,cardapioanotaai@gmail.com,,TEMAKI HOT EMPANADO,"37,99",1,44,"144,32","33,8664516129","9,77118","9,77118","25,7204001053","34,3277773256","R$ 9,77 (25,72%)","1,2992208485",5,"26,31932","69,2795998947","R$ 26,32 (69,28%)","R$ 26,32 (69,28%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
er6hfQcmQ.q5DH4u7lU9Ng,cardapioanotaai@gmail.com,,TEMAKI DE SALMAO GRELHADO,"26,99",1,44,"144,32","33,8664516129","8,31258","8,31258","30,7987402742","34,3277773256","R$ 8,31 (30,80%)","1,2992208485",5,"17,32792","64,2012597258","R$ 17,33 (64,20%)","R$ 17,33 (64,20%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
sAtPplDKRTmlc4L7.GFerg,cardapioanotaai@gmail.com,,TEMAKI SKIN,"21,99",1,44,"144,32","33,8664516129","5,41028","5,41028","24,603365166","34,3277773256","R$ 5,41 (24,60%)","1,2992208485",5,"15,48022","70,396634834","R$ 15,48 (70,40%)","R$ 15,48 (70,40%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
oeY.FcizTeO1AVR5bmbhIg,cardapioanotaai@gmail.com,,TEMAKI DE SALMAO,"32,99",1,44,"144,32","33,8664516129","8,85888","8,85888","26,853228251","34,3277773256","R$ 8,86 (26,85%)","1,2992208485",5,"22,48162","68,146771749","R$ 22,48 (68,15%)","R$ 22,48 (68,15%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Xee9KlL5RS671H9ba-KIdQ,cardapioanotaai@gmail.com,,HOT DOG ROLL SUSHI,"32,99",1,44,"144,32","33,8664516129","8,91578","8,91578","27,025704759","34,3277773256","R$ 8,92 (27,03%)","1,2992208485",5,"22,42472","67,974295241","R$ 22,42 (67,97%)","R$ 22,42 (67,97%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
1EtksEINTp6bgIz2ozWU7A,cardapioanotaai@gmail.com,,HOT DOG ROLL DO SAM,"34,99",1,44,"144,32","33,8664516129","10,14148","10,14148","28,9839382681","34,3277773256","R$ 10,14 (28,98%)","1,2992208485",5,"23,09902","66,0160617319","R$ 23,10 (66,02%)","R$ 23,10 (66,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
2Sq6LoLzSoK2eShZ8u3i5w,cardapioanotaai@gmail.com,,COMBINADO DE SALMAO - 18 UN,"49,99",1,44,"144,32","33,8664516129","11,97188","11,97188","23,9485497099","34,3277773256","R$ 11,97 (23,95%)","1,2992208485",5,"35,51862","71,0514502901","R$ 35,52 (71,05%)","R$ 35,52 (71,05%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ubjKM7NVTIi14LJiHS5wwA,cardapioanotaai@gmail.com,,COMNINADO EXECUTIVO - 17 UN,"41,99",1,44,"144,32","33,8664516129","11,83188","11,83188","28,1778518695","34,3277773256","R$ 11,83 (28,18%)","1,2992208485",5,"28,05862","66,8221481305","R$ 28,06 (66,82%)","R$ 28,06 (66,82%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
4pcahXlOSAS2syNbZQqI9Q,cardapioanotaai@gmail.com,,COMBINADO FAMILIA - 50 UN,"109,99",1,44,"144,32","33,8664516129","36,78178","36,78178","33,4410219111","34,3277773256","R$ 36,78 (33,44%)","1,2992208485",5,"67,70872","61,5589780889","R$ 67,71 (61,56%)","R$ 67,71 (61,56%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
9u0qI1hpQPW2N5dBOG97-g,cardapioanotaai@gmail.com,,COMBINADO MEGA SALMAO - 44 UN,"119,99",1,44,"144,32","33,8664516129","27,82178","27,82178","23,1867488957","34,3277773256","R$ 27,82 (23,19%)","1,2992208485",5,"86,16872","71,8132511043","R$ 86,17 (71,81%)","R$ 86,17 (71,81%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
3Z1PeQw1Q2qwde6PKY9qgw,cardapioanotaai@gmail.com,,COMBINADO NADA CRU - 36 UN,"84,99",1,44,"144,32","33,8664516129","27,40178","27,40178","32,2411813154","34,3277773256","R$ 27,40 (32,24%)","1,2992208485",5,"53,33872","62,7588186846","R$ 53,34 (62,76%)","R$ 53,34 (62,76%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
KJhLYwE2RuOI3bdDhXX2Rw,cardapioanotaai@gmail.com,,COMBINADO SHOGUN - 18 UN,"44,99",1,44,"144,32","33,8664516129","12,20188","12,20188","27,121315848","34,3277773256","R$ 12,20 (27,12%)","1,2992208485",5,"30,53862","67,878684152","R$ 30,54 (67,88%)","R$ 30,54 (67,88%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a-wDdHQvsQmWqSPk7hFw0Gg,cardapioanotaai@gmail.com,,COMBINADO SUSHI - 20 UN,"47,99",1,44,"144,32","33,8664516129","12,92188","12,92188","26,9261929569","34,3277773256","R$ 12,92 (26,93%)","1,2992208485",5,"32,66862","68,0738070431","R$ 32,67 (68,07%)","R$ 32,67 (68,07%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
V2ictI15TNOnmRE7.4vIDw,cardapioanotaai@gmail.com,,COMBINADO TAKASHI - 36 UN,"89,99",1,44,"144,32","33,8664516129","27,14178","27,14178","30,1608845427","34,3277773256","R$ 27,14 (30,16%)","1,2992208485",5,"58,34872","64,8391154573","R$ 58,35 (64,84%)","R$ 58,35 (64,84%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
FtgLVGsbTnmXVcwO2Guy3w,cardapioanotaai@gmail.com,,TARÊ MITSUWA SACHÊ 250 UN,"0,49",1,44,"144,32","33,8664516129","0,14","0,14","28,5714285714","34,3277773256","R$ 0,14 (28,57%)","1,2992208485",5,"0,3255","66,4285714286","R$ 0,33 (66,43%)","R$ 0,33 (66,43%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
nVv8VmI4S8mUOiX5WImqkQ,cardapioanotaai@gmail.com,,SACHE SHOYU,"0,49",1,44,"144,32","33,8664516129","0,14","0,14","28,5714285714","34,3277773256","R$ 0,14 (28,57%)","1,2992208485",5,"0,3255","66,4285714286","R$ 0,33 (66,43%)","R$ 0,33 (66,43%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
fcLdCmZwT9WoZzVQvdWkqA,cardapioanotaai@gmail.com,,HASHI ,"0,59",1,44,"144,32","33,8664516129","0,1","0,1","16,9491525424","34,3277773256","R$ 0,10 (16,95%)","1,2992208485",5,"0,4605","78,0508474576","R$ 0,46 (78,05%)","R$ 0,46 (78,05%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
pdeSz-6hTRCp.HoSOSwgBQ,cardapioanotaai@gmail.com,,ADAPTADOR HASHI,"0,59",1,44,"144,32","33,8664516129","0,05","0,05","8,4745762712","34,3277773256","R$ 0,05 (8,47%)","1,2992208485",5,"0,5105","86,5254237288","R$ 0,51 (86,53%)","R$ 0,51 (86,53%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
WCx7A32uQnqk98Lpq3ajVQ,cardapioanotaai@gmail.com,,REFRIGERANTE GUARANA ANTARTICA 350ml,"7,99",1,44,"144,32","33,8664516129","3,38","3,38","42,3028785982","34,3277773256","R$ 3,38 (42,30%)","1,2992208485",5,"4,2105","52,6971214018","R$ 4,21 (52,70%)","R$ 4,21 (52,70%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
CUM8UBjKSKWRrUGGzJp6pA,cardapioanotaai@gmail.com,,REFRIGERANTE FANTA LARANJA 350ml,"7,99",1,44,"144,32","33,8664516129","3,59","3,59","44,9311639549","34,3277773256","R$ 3,59 (44,93%)","1,2992208485",5,"4,0005","50,0688360451","R$ 4,00 (50,07%)","R$ 4,00 (50,07%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
D0wd3rNHTeiL9AcDqzqHaA,cardapioanotaai@gmail.com,,REFRIGERANTE FANTA UVA 350 ml,"7,99",1,44,"144,32","33,8664516129","3,59","3,59","44,9311639549","34,3277773256","R$ 3,59 (44,93%)","1,2992208485",5,"4,0005","50,0688360451","R$ 4,00 (50,07%)","R$ 4,00 (50,07%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
g44rU3taQTWEagW8UQ7plQ,cardapioanotaai@gmail.com,,REFRIGERANTE COCA-COLA 350ml,"7,99",1,44,"144,32","33,8664516129","3,63","3,63","45,4317897372","34,3277773256","R$ 3,63 (45,43%)","1,2992208485",5,"3,9605","49,5682102628","R$ 3,96 (49,57%)","R$ 3,96 (49,57%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
3d6qagGaSpSs1v4sbQfcjQ,cardapioanotaai@gmail.com,,REFRIGERANTE COCA-COLA 2L,"19,99",1,44,"144,32","33,8664516129","10,59","10,59","52,9764882441","34,3277773256","R$ 10,59 (52,98%)","1,2992208485",5,"8,4005","42,0235117559","R$ 8,40 (42,02%)","R$ 8,40 (42,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
lmqmugysQ9aEEVSx2dIp8w,cardapioanotaai@gmail.com,,REFRIGERANTE GUARANA ANTARTICA 2L,"17,99",1,44,"144,32","33,8664516129","9,63","9,63","53,5297387437","34,3277773256","R$ 9,63 (53,53%)","1,2992208485",5,"7,4605","41,4702612563","R$ 7,46 (41,47%)","R$ 7,46 (41,47%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
3ZukvVQqTEe8i8vTo95ZVg,cardapioanotaai@gmail.com,,REFRIGERANTE FANTA LARANJA 2L,"17,99",1,44,"144,32","33,8664516129","9,99","9,99","55,5308504725","34,3277773256","R$ 9,99 (55,53%)","1,2992208485",5,"7,1005","39,4691495275","R$ 7,10 (39,47%)","R$ 7,10 (39,47%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
2oelyhzaRqijiBmcgboHoQ,cardapioanotaai@gmail.com,,REFRIGERANTE FANTA UVA 2L,17,1,44,"144,32","33,8664516129","9,99","9,99","58,7647058824","34,3277773256","R$ 9,99 (58,76%)","1,2992208485",5,"6,16","36,2352941176","R$ 6,16 (36,24%)","R$ 6,16 (36,24%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
pwAs-cV0ShOa5rWmGWPCRw,cardapioanotaai@gmail.com,,COMBO SAKURA,"68,99",1,44,"144,32","33,8664516129","30,29366","30,29366","43,9102188723","34,3277773256","R$ 30,29 (43,91%)","1,2992208485",5,"35,24684","51,0897811277","R$ 35,25 (51,09%)","R$ 35,25 (51,09%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
cEbma.5mTRCMDegno-u55Q,cardapioanotaai@gmail.com,,COMBO YAKI DUO,"69,99",1,44,"144,32","33,8664516129","24,07376","24,07376","34,3959994285","34,3277773256","R$ 24,07 (34,40%)","1,2992208485",5,"42,41674","60,6040005715","R$ 42,42 (60,60%)","R$ 42,42 (60,60%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
F.Wn5eonTFCqXQl707jCyw,cardapioanotaai@gmail.com,,COMBO SUMO,"71,99",1,44,"144,32","33,8664516129","24,06876","24,06876","33,4334768718","34,3277773256","R$ 24,07 (33,43%)","1,2992208485",5,"44,32174","61,5665231282","R$ 44,32 (61,57%)","R$ 44,32 (61,57%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a-iMWe6OBSVqY216XrKbkRA,cardapioanotaai@gmail.com,,COMBO SAKUNÁ,"81,99",1,44,"144,32","33,8664516129","27,16366","27,16366","33,1304549335","34,3277773256","R$ 27,16 (33,13%)","1,2992208485",5,"50,72684","61,8695450665","R$ 50,73 (61,87%)","R$ 50,73 (61,87%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
bhI4Ck77RzGqoJxfJUj7Wg,classicosburguerstm@gmail.com,,corcel,24,1,44,"144,32","33,8664516129","9,1687509881","9,1687509881","38,2031291173","34,3277773256","R$ 9,17 (38,20%)","1,2992208485",5,"13,6312490119","56,7968708827","R$ 13,63 (56,80%)","R$ 13,63 (56,80%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
21lrwWRWQsupfrg6rFgChg,classicosburguerstm@gmail.com,,fiat 147,23,1,44,"144,32","33,8664516129","8,4297509881","8,4297509881","36,6510912528","34,3277773256","R$ 8,43 (36,65%)","1,2992208485",5,"13,4202490119","58,3489087472","R$ 13,42 (58,35%)","R$ 13,42 (58,35%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a-9Cqtw5ZQfiQpNydrNRsEw,suavesaborbarreiro@gmail.com,,Pizza A Moda Gigante,79,1,44,"144,32","33,8664516129","18,671","18,671","23,6341772152","34,3277773256","R$ 18,67 (23,63%)","1,2992208485",5,"56,379","71,3658227848","R$ 56,38 (71,37%)","R$ 56,38 (71,37%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
gO-.PiLmS1CPjclNtbGlGA,classicosburguerstm@gmail.com,,chevette,25,1,44,"144,32","33,8664516129","10,3513988212","10,3513988212","41,4055952849","34,3277773256","R$ 10,35 (41,41%)","1,2992208485",5,"13,3986011788","53,5944047151","R$ 13,40 (53,59%)","R$ 13,40 (53,59%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
o7A6tKB0Sym.8SDJ4vAq7g,classicosburguerstm@gmail.com,,kadett,25,1,44,"144,32","33,8664516129","8,86395","8,86395","35,4558","34,3277773256","R$ 8,86 (35,46%)","1,2992208485",5,"14,88605","59,5442","R$ 14,89 (59,54%)","R$ 14,89 (59,54%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
rP5b-pWPSBq-LzNP-1hmqg,classicosburguerstm@gmail.com,,puma,24,1,44,"144,32","33,8664516129","8,2652509881","8,2652509881","34,4385457839","34,3277773256","R$ 8,27 (34,44%)","1,2992208485",5,"14,5347490119","60,5614542161","R$ 14,53 (60,56%)","R$ 14,53 (60,56%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
JQ4uve9pT4aSlfsTXe0q7w,classicosburguerstm@gmail.com,,maverick,32,1,44,"144,32","33,8664516129","12,8024823232","12,8024823232","40,0077572601","34,3277773256","R$ 12,80 (40,01%)","1,2992208485",5,"17,5975176768","54,9922427399","R$ 17,60 (54,99%)","R$ 17,60 (54,99%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
iExt1P9WTkC2PhJiC2bsPQ,classicosburguerstm@gmail.com,,brasilia,28,1,44,"144,32","33,8664516129","11,6015527842","11,6015527842","41,4341170865","34,3277773256","R$ 11,60 (41,43%)","1,2992208485",5,"14,9984472158","53,5658829135","R$ 15,00 (53,57%)","R$ 15,00 (53,57%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
k.sR2Y1LQVu89CJpRTiY2A,classicosburguerstm@gmail.com,,fusca,26,1,44,"144,32","33,8664516129","9,9217323232","9,9217323232","38,1605089355","34,3277773256","R$ 9,92 (38,16%)","1,2992208485",5,"14,7782676768","56,8394910645","R$ 14,78 (56,84%)","R$ 14,78 (56,84%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697","3,555",,,,,,,,,,,,,
9-OL-MN4Q1C2XRgoJGw0qw,classicosburguerstm@gmail.com,,opala,35,1,44,"144,32","33,8664516129","13,9308550725","13,9308550725","39,8024430642","34,3277773256","R$ 13,93 (39,80%)","1,2992208485",5,"19,3191449275","55,1975569358","R$ 19,32 (55,20%)","R$ 19,32 (55,20%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
7PXqGwtARiC4LNgVfAxRFQ,classicosburguerstm@gmail.com,,Caravan ,30,1,44,"144,32","33,8664516129","10,5441857143","10,5441857143","35,1472857143","34,3277773256","R$ 10,54 (35,15%)","1,2992208485",5,"17,9558142857","59,8527142857","R$ 17,96 (59,85%)","R$ 17,96 (59,85%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
AyTKFJrtSNebLCOIJ5vZqA,cintiadauna@icloud.com,,Marmita Média Frango Crocante,"19,9",1,44,"144,32","33,8664516129","2,27","2,27","11,4070351759","34,3277773256","R$ 2,27 (11,41%)","1,2992208485",5,"16,635","83,5929648241","R$ 16,63 (83,59%)","R$ 16,63 (83,59%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
w-kphB77T0SGpjtCux1lWQ,adrianorissi10@gmail.com,,Combo Duplo Marmita de Frango a Milanesa,"43,9",1,44,"144,32","33,8664516129","9,98","9,98","22,7334851936","34,3277773256","R$ 9,98 (22,73%)","1,2992208485",5,"31,725","72,2665148064","R$ 31,72 (72,27%)","R$ 31,72 (72,27%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
H.EwSujnST-DRXLwh7iGKw,adrianorissi10@gmail.com,,Combo 2 Marmitas a Sua Escolha,"49,9",1,44,"144,32","33,8664516129","12,05","12,05","24,1482965932","34,3277773256","R$ 12,05 (24,15%)","1,2992208485",5,"35,355","70,8517034068","R$ 35,36 (70,85%)","R$ 35,36 (70,85%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
zmaZ1inGRuGuvG9qQCRhaw,brasilmaischocolatearuja@gmail.com,,fondue medio 250 ml-abacaxi,"34,99",1,44,"144,32","33,8664516129","16,7303742099","16,7303742099","47,8147305226","34,3277773256","R$ 16,73 (47,81%)","1,2992208485",5,"16,5101257901","47,1852694774","R$ 16,51 (47,19%)","R$ 16,51 (47,19%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
CQS.9wW6QnWzONKZfpt88g,brasilmaischocolatearuja@gmail.com,,fondue medio 250 ml-banana,"34,99",1,44,"144,32","33,8664516129","17,0166857143","17,0166857143","48,6329971829","34,3277773256","R$ 17,02 (48,63%)","1,2992208485",5,"16,2238142857","46,3670028171","R$ 16,22 (46,37%)","R$ 16,22 (46,37%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
z7CR.xdSTHm50fsSv8MJ8Q,brasilmaischocolatearuja@gmail.com,,fondue medio 250 ml-manga,"34,99",1,44,"144,32","33,8664516129","21,3062558635","21,3062558635","60,8924145857","34,3277773256","R$ 21,31 (60,89%)","1,2992208485",5,"11,9342441365","34,1075854143","R$ 11,93 (34,11%)","R$ 11,93 (34,11%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
7jXlPTyUQ52es3iv2aIYOA,brasilmaischocolatearuja@gmail.com,,fondue medio 250 ml-maçã,"34,99",1,44,"144,32","33,8664516129","17,2002857143","17,2002857143","49,1577185318","34,3277773256","R$ 17,20 (49,16%)","1,2992208485",5,"16,0402142857","45,8422814682","R$ 16,04 (45,84%)","R$ 16,04 (45,84%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
